Startnr;Bricka;Databas nr.;Efternamn;Förnamn;År;K;Block;ut;Start;Mål;Tid;Status;Klubb nr.;Namn;Ort;Land;Klass nr.;Kort;Lång;Num1;Num2;Num3;Text1;Text2;Text3;Adr. namn;Gata;Rad 2;Post nr.;Ort;Tel;Fax;E-post;Id/Club;Hyrd;Startavgift;Betalt;Bana nr.;Bana;km;Hm;Bana kontroller;Pl
107;2038930;0;Krejci;Jiri;0;;;;16:45:34;17:01:15;15:41;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;90;0;1;Short;;0;14;32
20;228137;0;Randolph;Tim;0;;;;16:08:22;16:24:05;15:43;0;1013;;"Cascade OC";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;33
12;2038915;0;Sheepway;Katherine;0;;;;16:28:22;16:44:18;15:56;0;1018;;"Yukon Orienteering Association";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;34
5;1392030;0;Nuss;Patrick;0;;;;16:03:11;16:19:07;15:56;0;1014;;"Orienteer Kansas";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;34
98;889981;0;Forseille;Angela;0;;;;16:21:57;16:38:09;16:12;0;1200;;WLOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;36
88;2038924;0;Karl;Gudni;0;;;;16:11:54;16:28:23;16:29;0;1199;;Rosenkjaer;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;37
55;232089;0;French;Nevin;0;;;;16:18:31;16:35:01;16:30;0;1195;;EOOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;38
2;980124;0;Waddington;Emma;0;;;;16:20:42;16:37:27;16:45;0;1;;"DontGetLost Adventure Running";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;39
32;1391721;0;Woods;Stan;0;;;;16:16:45;16:33:30;16:45;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;39
25;1405751;0;Weinmann;Katrina;0;;;;16:08:53;16:25:39;16:46;0;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;41
113;770701;0;Balakova;Andrea;0;;;;16:25:40;16:42:28;16:48;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;42
24;2012272;0;Owen;Tori;0;;;;16:15:45;16:32:33;16:48;0;1016;;FWOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;42
23;887141;0;Breseman;Rick;0;;;;16:14:44;16:31:57;17:13;0;1188;;Cascade;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;44
35;9005014;0;Ross;Carol;0;;;;16:24:11;16:41:31;17:20;0;1192;;ONB;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;45
67;681608;0;Low;Dane;0;;;;16:06:24;16:23:55;17:31;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;46
19;2015704;0;Whitney;Heather;0;;;;15:57:23;16:15:05;17:42;0;1019;;"Cascade Orienteering Club";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;47
94;228744;0;Naess;Oyvind;0;;;;15:54:53;16:12:41;17:48;0;1013;;"Cascade OC";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;48
6;2013667;0;Nuss;Gina;0;;;;16:10:53;16:28:45;17:52;0;1013;;"Cascade OC";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;49
30;217128;0;Sheldrake;Scott;0;;;;16:26:25;16:44:17;17:52;0;1191;;VICO;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;49
33;1391714;0;Woods;Joanne;0;;;;16:12:53;16:30:59;18:06;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;51
45;2038917;0;Bullock;Chris;0;;;;16:02:42;16:20:56;18:14;0;1194;;"Kootenay Orienteering Club";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;52
58;203303;0;Grandjean;Susan;0;;;;15:57:57;16:16:33;18:36;0;1196;;CROC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;53
15;2026210;0;Jensen;Rebecca;0;;;;16:02:09;16:20:50;18:41;0;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;54
9;504118;0;Owen;Marion;0;;;;16:16:12;16:34:54;18:42;0;1016;;FWOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;55
8;354871;0;Scheck;Justine;0;;;;16:25:09;16:44:08;18:59;0;1016;;FWOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;56
52;2038921;0;Knapp;Kate;0;;;;16:23:08;16:42:45;19:37;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;57
14;2038916;0;Cassata;Julie;0;;;;16:00:07;16:19:46;19:39;0;1019;;"Cascade Orienteering Club";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;58
68;529193;0;Anderson;Hilary;0;;;;16:15:11;16:34:53;19:42;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;59
92;224096;0;Breseman;Ryan;0;;;;16:06:53;16:26:35;19:42;0;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;59
22;1397499;0;Breseman;Eileen;0;;;;16:03:40;16:23:45;20:05;0;1188;;Cascade;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;61
73;504067;0;McMillan;Mark;0;;;;16:38:18;16:58:44;20:26;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;62
89;2025197;0;Bruns;Mike;0;;;;16:01:40;16:22:28;20:48;0;1196;;CROC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;63
59;203302;0;McNair;Abra;0;;;;15:55:23;16:16:29;21:06;0;1196;;CROC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;64
43;208529;0;Schweiger;Sabine;0;;;;16:09:52;16:31:00;21:08;0;1017;;YOA;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;65
40;504024;0;Ellis;Marg;0;;;;15:59:39;16:20:53;21:14;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;66
10;602502;0;Scheck;Barbara;0;;;;15:51:35;16:12:55;21:20;0;1017;;YOA;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;67
63;1390911;0;Svoboda;Robert;0;;;;15:59:09;16:20:48;21:39;0;1016;;FWOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;68
85;2038923;0;Kleer;Silken;0;;;;16:32:34;16:54:19;21:45;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;69
87;217139;0;Burgess;Marie;0;;;;16:26:53;16:51:06;24:13;0;1191;;VICO;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;70
36;2031111;0;Kitto;Toni;0;;;;16:00:37;16:25:15;24:38;0;1193;;KOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;71
86;209473;0;Hildebrandt;Linda;0;;;;16:41:16;17:06:47;25:31;0;1191;;VICO;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;72
104;2035104;0;Hendrigan;Holly;0;;;;16:22:34;16:48:12;25:38;0;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;73
38;336877;0;Frank;Cristi;0;;;;16:29:26;16:56:57;27:31;0;1013;;"Cascade OC";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;74
47;217127;0;Hocking;Diana;0;;;;15:53:07;16:23:22;30:15;0;1191;;VICO;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;75
90;2034268;0;Bruns;Becky;0;;;;16:01:08;16:30:49;29:41;3;1196;;CROC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
41;504063;0;Ellis;Brian;0;;;;15:58:39;16:20:02;21:23;3;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
62;504088;0;Benn;Chris;0;;;;15:56:16;16:14:58;18:42;3;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
29;888574;0;Ross;Emily;0;;;;16:13:22;16:31:05;17:43;3;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
65;245028;0;Lui;Iris;0;;;;16:07:27;16:26:01;18:34;3;1053;;HKOXCC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
48;217126;0;Hocking;Martin;0;;;;15:53:05;16:33:37;40:32;3;1191;;VICO;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
42;255465;0;Leduc;Nesta;0;;;;15:51:42;16:25:27;33:45;3;1017;;YOA;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
34;670828;0;Fouladi;Rachel;0;;;;16:42:03;17:04:43;22:40;3;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
110;4027;0;Cernin;Adrian;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
39;9963006;0;Zissos;Adrian;0;;;;;;;1;1016;;FWOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
31;7000341;0;Sauvage;Alan;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
21;555565;0;Kerr;Alex;0;;;;;;;1;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
115;2038929;0;Price;Alison;0;;;;;;;1;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
83;221423;0;Campbell;Anna;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
78;1397509;0;Devine;Cameron;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
106;228105;0;Lee;Charlotte;0;;;;;;;1;1188;;Cascade;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
13;261513;0;Lundgren;Christin;0;;;;;;;1;1016;;FWOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
111;51644;0;Cerninova;Dagmar;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
56;2038922;0;Weinmann;Deborah;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
100;426023;0;Culberg;Hannah;0;;;;;;;1;1019;;"Cascade Orienteering Club";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
28;255390;0;Schreibstein;Ilana;0;;;;;;;1;1190;;None;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
75;9005328;0;Uhlin;Ing;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
97;2038927;0;Golding;James;0;;;;;;;1;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
71;354868;0;Gordon;Jeremy;0;;;;;;;1;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
79;504016;0;Rance;John;0;;;;;;;1;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
82;346853;0;Campbell;Jonathan;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
53;348562;0;Borish;Judy;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
80;504072;0;Lachance;Karen;0;;;;;;;1;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
101;118702;0;Culberg;Kevin;0;;;;;;;1;1019;;"Cascade Orienteering Club";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
76;2015702;0;Walsh;Linnea;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
74;2068602;0;Roecks;Marissa;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
102;1391708;0;Woods;Marissa;0;;;;;;;1;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
112;504068;0;Rance;Meghan;0;;;;;;;1;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
77;2027189;0;Devine;Nancy;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
109;4026;0;Cernin;Ondrej;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
96;2034206;0;Staudt;Richard;0;;;;;;;1;1013;;"Cascade OC";;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
105;970821;0;Rascher;Terrence;0;;;;;;;1;761;;GVOC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
81;402093;0;Campbell;Victoria;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
27;504022;0;Gusiatnikov;Vladimir;0;;;;;;;1;1189;;OCIN;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
108;4101;0;Cernin;Zbynek;0;;;;;;;1;2;;COC;;1;Short;Short;;;;;;;;;;;;;;;;0;0;0;1;Short;;0;14;
